cluster,FS_mean,PT_mean,EC_mean,PD_mean
1,3.6577946768060836,3.8522542096686583,4.076588810429114,3.2504073872895165
2,2.92212543554007,3.528571428571429,3.2634146341463413,2.3365853658536584
