respondent_id,year,age,gender,ses,AC1,AC2,AC3,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,qc_fail_count,md_score,is_outlier
562,2023,22.0,1.0,1.0,,,,3,3,4,4,2,2,4,3,3,2,3,4,3,4,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2.857142857142857,3.0,3.2857142857142856,2.5714285714285716,2.9285714285714284,0,3.45072614248047,False
563,2023,18.0,2.0,1.0,,,,2,2,4,5,2,2,3,4,3,1,3,5,3,5,4,3,2,5,3,2,3,4,2,1,3,2,1,4,2.7142857142857144,3.5714285714285716,3.7142857142857144,1.8571428571428572,2.9642857142857144,0,3.8661154822192,False
564,2023,18.0,1.0,3.0,,,,5,3,5,3,1,1,1,5,3,1,4,5,3,3,2,5,1,5,3,1,4,1,3,1,4,5,1,3,3.5714285714285716,3.857142857142857,2.7142857142857144,1.5714285714285714,2.9285714285714284,0,6.064153053744989,False
565,2023,18.0,1.0,1.0,,,,3,3,3,3,1,3,4,2,2,2,2,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2.5714285714285716,2.4285714285714284,2.857142857142857,2.7142857142857144,2.6428571428571432,0,3.2997149538346218,False
566,2023,18.0,1.0,2.0,,,,2,2,4,4,1,2,3,4,3,3,3,3,2,4,4,3,3,5,4,3,3,2,2,1,3,2,2,4,2.2857142857142856,3.5714285714285716,3.2857142857142856,2.4285714285714284,2.892857142857143,0,3.847621289992439,False
567,2023,19.0,1.0,0.0,,,,5,5,5,5,1,1,3,5,5,1,5,2,1,5,5,3,1,5,1,2,5,5,5,1,5,5,1,5,3.4285714285714284,5.0,4.571428571428571,1.0,3.5,0,6.049061053631505,False
568,2023,25.0,1.0,1.0,,,,4,5,5,2,3,1,3,4,4,4,1,5,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3.4285714285714284,3.142857142857143,3.4285714285714284,2.7142857142857144,3.178571428571429,0,6.334651424987187,False
569,2023,18.0,2.0,2.0,,,,4,2,2,3,2,3,3,3,2,4,3,3,3,3,4,2,2,5,3,3,3,3,3,2,3,3,1,2,2.857142857142857,2.857142857142857,3.0,2.5714285714285716,2.8214285714285716,0,4.313348714983471,False
570,2023,21.0,1.0,3.0,,,,5,3,4,4,1,3,5,3,3,3,5,3,3,3,4,5,2,3,1,3,3,5,5,1,4,2,1,4,3.7142857142857144,3.857142857142857,3.4285714285714284,2.0,3.25,0,6.78443487520797,False
571,2023,18.0,1.0,1.0,,,,4,2,2,1,3,2,2,1,2,2,1,5,2,1,1,4,3,1,4,1,1,2,3,2,1,3,2,3,3.4285714285714284,1.4285714285714286,1.4285714285714286,2.4285714285714284,2.1785714285714284,0,6.547516066790622,False
572,2023,32.0,2.0,1.0,,,,2,5,5,1,4,2,5,5,2,2,3,5,5,5,5,1,2,5,4,2,2,2,2,1,2,2,1,5,3.0,3.857142857142857,3.142857142857143,2.4285714285714284,3.107142857142857,0,7.197856599856785,False
573,2023,18.0,2.0,2.0,,,,4,5,4,3,3,3,2,3,3,3,4,3,3,3,4,5,4,4,5,3,4,3,3,2,4,4,3,4,3.4285714285714284,3.857142857142857,3.4285714285714284,3.2857142857142856,3.5,0,4.999734214853418,False
574,2023,19.0,2.0,4.0,,,,4,4,5,2,3,4,4,5,3,3,3,5,4,3,4,3,2,5,2,5,5,4,5,3,2,5,1,4,4.142857142857143,4.0,3.7142857142857144,2.7142857142857144,3.6428571428571432,0,6.081661696256511,False
575,2023,18.0,2.0,2.0,,,,4,5,3,5,5,3,2,5,5,3,5,5,4,5,5,3,2,5,3,4,4,5,3,3,4,2,2,5,3.4285714285714284,4.428571428571429,4.857142857142857,2.857142857142857,3.8928571428571432,0,5.228773346420027,False
576,2023,20.0,1.0,2.0,,,,5,4,2,2,4,3,2,4,5,2,4,4,2,2,2,5,4,4,3,2,4,2,3,4,4,4,2,4,3.857142857142857,3.4285714285714284,3.0,2.857142857142857,3.2857142857142856,0,5.446629440102972,False
577,2023,20.0,1.0,1.0,,,,3,2,3,4,1,2,3,3,2,2,3,4,5,3,1,1,1,4,4,5,3,2,3,2,2,2,2,3,2.4285714285714284,2.5714285714285716,3.142857142857143,2.5714285714285716,2.6785714285714284,0,5.927770640915281,False
578,2023,24.0,2.0,3.0,,,,3,3,3,3,2,3,3,3,4,3,3,3,2,4,3,4,4,4,3,3,3,4,4,3,2,4,3,2,3.2857142857142856,2.7142857142857144,3.5714285714285716,3.0,3.142857142857143,0,3.659509525674534,False
579,2023,18.0,1.0,2.0,,,,3,4,4,5,1,4,3,3,4,4,4,3,3,4,2,3,3,5,2,4,4,3,3,2,3,3,3,4,2.7142857142857144,3.4285714285714284,4.142857142857143,3.0,3.321428571428571,0,4.281714977838495,False
580,2023,18.0,2.0,3.0,,,,1,3,5,2,3,1,3,4,4,1,4,3,1,4,5,1,1,5,2,1,5,3,3,4,4,1,1,5,2.142857142857143,4.571428571428571,3.142857142857143,1.5714285714285714,2.8571428571428568,0,6.902261986867408,False
581,2023,21.0,2.0,0.0,,,,2,5,4,4,4,4,4,5,4,1,4,4,4,5,4,2,4,5,3,4,4,4,3,3,3,4,3,4,3.2857142857142856,4.0,4.428571428571429,3.142857142857143,3.7142857142857144,0,4.555767755671257,False
582,2023,18.0,2.0,0.0,,,,4,4,5,5,3,3,3,5,4,2,5,4,2,5,1,5,2,5,3,5,5,4,5,2,4,5,2,4,4.142857142857143,4.142857142857143,4.571428571428571,2.2857142857142856,3.7857142857142856,0,4.983956236094391,False
583,2023,19.0,2.0,2.0,,,,2,3,4,4,3,2,3,4,3,3,3,4,3,3,3,2,3,3,4,2,4,3,5,3,1,4,3,2,3.2857142857142856,3.0,3.0,3.0,3.071428571428571,0,4.8799458708298955,False
584,2023,19.0,1.0,2.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,0,2.0589418498340617,False
585,2023,18.0,2.0,2.0,,,,4,4,4,5,1,2,4,5,3,1,5,4,3,5,5,1,3,5,3,3,4,5,2,1,4,3,1,5,2.7142857142857144,4.571428571428571,4.285714285714286,2.0,3.392857142857143,0,4.482046528533591,False
586,2023,20.0,2.0,1.0,,,,4,4,4,3,4,3,2,4,3,3,4,4,3,3,3,3,4,4,2,4,5,4,4,3,3,4,2,4,3.5714285714285716,3.857142857142857,3.5714285714285716,2.857142857142857,3.4642857142857144,0,2.991730858619838,False
587,2023,18.0,2.0,3.0,,,,5,4,2,3,3,4,1,5,4,5,4,2,1,1,2,4,5,2,1,5,5,5,5,3,4,3,1,2,3.2857142857142856,3.4285714285714284,3.4285714285714284,2.857142857142857,3.25,0,6.16829808552603,False
588,2023,19.0,2.0,2.0,,,,4,4,3,4,3,5,3,3,4,4,5,3,3,5,4,3,4,4,2,5,5,5,4,2,4,3,2,4,3.2857142857142856,4.0,4.428571428571429,3.142857142857143,3.7142857142857144,0,4.565404583595482,False
589,2023,18.0,1.0,3.0,,,,4,5,4,4,4,5,4,5,3,1,5,5,4,4,4,3,2,5,4,5,5,5,2,3,5,3,2,5,3.5714285714285716,4.714285714285714,4.428571428571429,3.0,3.928571428571429,0,6.054192984905818,False
590,2023,20.0,2.0,1.0,,,,5,5,3,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,4,5,4,5,5,3,4,5,2,5,4.714285714285714,4.142857142857143,5.0,4.142857142857143,4.5,0,4.744761901180019,False
591,2023,18.0,1.0,1.0,,,,4,5,2,2,4,4,1,4,5,2,5,3,2,2,2,2,2,5,2,3,5,2,3,1,4,4,4,4,3.0,3.7142857142857144,3.4285714285714284,2.4285714285714284,3.142857142857143,0,6.519438756177444,False
592,2023,18.0,1.0,2.0,,,,5,2,4,4,3,2,3,2,2,2,2,4,4,4,3,2,3,4,3,2,3,2,3,2,3,2,3,2,3.142857142857143,2.7142857142857144,2.857142857142857,2.7142857142857144,2.8571428571428577,0,4.950976612420504,False
593,2023,20.0,2.0,2.0,,,,3,4,2,3,4,4,3,5,3,4,5,3,2,4,3,4,4,5,3,4,4,4,5,3,2,4,4,5,3.7142857142857144,3.7142857142857144,3.857142857142857,3.4285714285714284,3.678571428571429,0,5.022431695847215,False
594,2023,19.0,1.0,1.0,,,,2,1,3,4,4,3,4,3,1,4,3,3,3,3,3,1,4,3,3,4,2,4,3,1,2,2,2,1,2.7142857142857144,2.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,0,5.763739038235588,False
595,2023,18.0,2.0,2.0,,,,5,5,2,2,3,2,4,4,4,2,5,1,1,3,3,5,1,5,2,5,5,2,2,2,3,2,1,5,3.142857142857143,3.857142857142857,3.7142857142857144,1.5714285714285714,3.0714285714285716,0,7.121045575437386,False
596,2023,19.0,2.0,2.0,,,,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,3,4,4,3,5,4,5,4,3,2,3,2,4,3.5714285714285716,3.4285714285714284,4.0,3.142857142857143,3.5357142857142856,0,3.5197787859525778,False
597,2023,19.0,2.0,2.0,,,,4,5,5,5,4,5,4,5,4,4,4,5,4,5,5,4,4,5,4,4,5,5,5,3,4,4,3,4,4.285714285714286,4.571428571428571,4.714285714285714,3.857142857142857,4.357142857142858,0,4.254268352799021,False
598,2023,18.0,1.0,1.0,,,,1,2,4,2,2,1,4,4,3,2,5,3,2,3,3,2,3,5,2,2,5,3,2,1,4,3,2,4,2.4285714285714284,4.142857142857143,2.857142857142857,1.8571428571428572,2.8214285714285716,0,4.893112631658381,False
599,2023,18.0,2.0,1.0,,,,5,4,5,5,4,2,3,5,5,3,5,1,1,5,5,4,4,5,2,5,5,5,5,2,5,5,1,5,3.857142857142857,5.0,4.857142857142857,2.142857142857143,3.9642857142857144,0,5.599685750252011,False
600,2023,20.0,1.0,3.0,,,,3,2,5,4,4,2,2,5,4,3,5,4,2,1,3,5,2,4,2,3,5,4,5,2,5,5,1,5,4.0,4.714285714285714,3.142857142857143,2.0,3.4642857142857144,0,5.082688526759488,False
601,2023,18.0,2.0,2.0,,,,3,4,3,5,2,3,3,3,3,2,4,4,4,4,4,2,3,5,4,3,3,4,4,3,3,3,2,3,3.0,3.2857142857142856,4.0,3.0,3.321428571428571,0,3.5599973183400206,False
602,2023,18.0,2.0,2.0,,,,3,4,2,2,4,4,3,2,3,3,2,4,3,3,2,4,4,4,3,4,4,3,4,4,2,4,3,3,3.7142857142857144,2.4285714285714284,3.2857142857142856,3.4285714285714284,3.214285714285714,0,4.572092563424036,False
603,2023,24.0,1.0,1.0,,,,4,4,3,1,2,3,4,4,4,3,4,3,2,4,1,2,2,2,2,2,4,3,1,1,4,4,3,3,2.857142857142857,3.2857142857142856,2.857142857142857,2.2857142857142856,2.821428571428571,0,6.122504297211829,False
604,2023,24.0,1.0,1.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,0,2.0589418498340617,False
605,2023,20.0,1.0,2.0,,,,5,1,5,5,1,3,2,5,3,1,4,5,1,5,5,1,1,5,1,3,5,1,1,1,3,5,1,5,2.857142857142857,4.571428571428571,3.2857142857142856,1.2857142857142858,3.0000000000000004,0,6.783411321770756,False
606,2023,18.0,1.0,2.0,,,,2,3,3,2,1,2,2,4,5,2,5,3,3,3,5,4,4,5,4,3,4,2,4,2,4,4,2,4,2.857142857142857,4.142857142857143,3.2857142857142856,2.7142857142857144,3.25,0,5.557882207058568,False
607,2023,18.0,1.0,2.0,,,,4,5,2,4,1,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2.857142857142857,3.0,3.4285714285714284,2.857142857142857,3.035714285714286,0,4.031332021907875,False
608,2023,26.0,1.0,1.0,,,,3,3,4,3,2,2,3,3,3,2,3,3,3,3,3,1,2,5,3,2,3,4,3,1,3,2,1,3,2.4285714285714284,3.142857142857143,3.2857142857142856,2.0,2.7142857142857144,0,3.5420223567295874,False
609,2023,18.0,1.0,2.0,,,,3,3,4,4,2,2,3,4,3,2,4,4,3,4,4,3,3,5,3,2,4,3,2,2,3,3,2,4,2.857142857142857,3.857142857142857,3.4285714285714284,2.4285714285714284,3.142857142857143,0,2.1036692688112795,False
610,2023,23.0,1.0,2.0,,,,3,4,3,3,1,3,4,4,3,1,2,2,2,4,2,1,1,4,3,2,4,2,3,1,3,3,1,3,2.4285714285714284,3.0,3.142857142857143,1.7142857142857142,2.571428571428571,0,4.940623751647109,False
611,2023,18.0,1.0,2.0,,,,4,4,4,5,1,4,2,4,3,4,4,2,2,4,4,1,2,5,1,4,4,4,1,1,4,4,1,5,2.142857142857143,4.142857142857143,4.142857142857143,2.142857142857143,3.1428571428571432,0,5.354364831042867,False
612,2023,18.0,1.0,2.0,,,,5,2,4,2,3,1,3,5,4,2,4,5,3,4,3,4,2,5,2,3,4,5,4,1,2,5,2,4,4.142857142857143,3.7142857142857144,3.5714285714285716,1.8571428571428572,3.3214285714285716,0,5.425581409094239,False
613,2023,17.0,1.0,2.0,,,,4,5,5,4,4,1,2,5,4,3,3,5,4,4,1,5,2,4,2,2,5,3,5,2,2,5,2,3,4.285714285714286,3.4285714285714284,3.7142857142857144,2.2857142857142856,3.428571428571428,0,5.853377388955604,False
614,2023,17.0,1.0,2.0,,,,2,3,4,4,2,2,2,4,5,2,4,5,3,5,5,2,2,5,4,3,5,5,5,2,5,3,3,5,3.0,4.571428571428571,4.285714285714286,2.5714285714285716,3.607142857142857,0,5.546093789779664,False
615,2023,17.0,2.0,3.0,,,,3,3,4,4,4,2,2,5,5,1,4,5,3,5,5,3,2,5,4,3,5,4,4,2,3,3,2,5,3.4285714285714284,4.428571428571429,4.142857142857143,2.2857142857142856,3.571428571428571,0,4.666408354978998,False
616,2023,17.0,2.0,1.0,,,,3,4,4,4,4,2,4,4,3,2,4,4,2,3,4,3,3,4,3,3,4,3,4,2,4,4,2,4,3.7142857142857144,4.0,3.4285714285714284,2.2857142857142856,3.3571428571428568,0,2.667321568973588,False
617,2023,17.0,1.0,1.0,,,,3,3,4,4,2,2,3,5,3,2,4,4,3,4,5,3,2,5,3,2,5,3,3,2,3,3,1,4,3.0,4.285714285714286,3.4285714285714284,2.142857142857143,3.214285714285714,0,2.643503083590239,False
618,2023,16.0,1.0,1.0,,,,3,3,4,3,2,2,3,3,3,5,2,3,3,4,3,3,2,4,3,3,2,2,3,3,3,3,3,3,2.857142857142857,2.857142857142857,3.142857142857143,3.0,2.9642857142857144,0,4.576118194080245,False
619,2023,17.0,1.0,1.0,,,,3,1,5,5,4,1,1,3,1,4,3,4,1,5,3,5,2,4,1,1,3,2,5,1,3,2,2,1,3.4285714285714284,3.0,2.7142857142857144,1.7142857142857142,2.714285714285714,0,7.750895337545987,True
620,2023,17.0,1.0,3.0,,,,4,4,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3.0,2.857142857142857,3.0,2.7142857142857144,2.8928571428571432,0,3.67422620734496,False
621,2023,17.0,2.0,2.0,,,,2,4,4,4,3,2,4,3,2,2,4,3,3,4,4,2,2,4,3,4,4,4,4,2,1,3,3,3,3.0,3.2857142857142856,3.7142857142857144,2.4285714285714284,3.107142857142857,0,4.697193822587281,False
622,2023,17.0,1.0,2.0,,,,3,3,4,3,1,1,4,4,2,3,2,4,2,4,5,3,1,4,2,1,4,3,2,1,2,2,1,2,2.7142857142857144,3.2857142857142856,2.857142857142857,1.5714285714285714,2.607142857142857,0,4.650625491888787,False
623,2023,17.0,1.0,2.0,,,,3,4,4,3,4,2,1,5,4,1,5,5,2,3,4,1,2,4,4,1,5,3,2,1,2,4,2,4,2.857142857142857,4.142857142857143,3.142857142857143,2.0,3.0357142857142856,0,5.6068330612419865,False
624,2023,17.0,1.0,1.0,,,,3,2,4,3,3,2,3,4,4,2,3,4,2,3,4,2,2,4,3,1,3,3,2,2,3,4,1,4,3.0,3.5714285714285716,2.857142857142857,2.0,2.857142857142857,0,3.7624806231452776,False
625,2023,17.0,1.0,3.0,,,,4,3,3,4,3,2,3,4,4,3,4,3,3,4,4,4,3,4,4,3,4,4,4,3,3,4,2,4,3.5714285714285716,3.7142857142857144,3.7142857142857144,2.857142857142857,3.4642857142857144,0,3.0358550793040187,False
626,2023,17.0,2.0,1.0,,,,4,5,3,5,3,2,5,3,4,2,4,5,2,5,5,4,2,5,4,5,5,4,4,1,3,5,1,3,4.285714285714286,3.7142857142857144,4.714285714285714,2.0,3.678571428571429,0,5.471902213387431,False
627,2023,17.0,1.0,3.0,,,,4,4,2,4,4,2,3,5,2,2,4,4,2,4,3,5,1,5,2,2,5,3,3,2,3,4,1,3,3.857142857142857,3.5714285714285716,3.4285714285714284,1.7142857142857142,3.142857142857143,0,5.131639646385055,False
628,2023,17.0,2.0,1.0,,,,4,2,3,3,2,3,2,3,2,4,3,2,2,2,4,2,2,2,4,2,3,2,2,2,2,4,2,2,2.5714285714285716,2.857142857142857,2.142857142857143,2.7142857142857144,2.571428571428571,0,4.582143637377453,False
629,2023,17.0,2.0,3.0,,,,3,3,3,3,3,2,3,4,2,4,3,3,3,3,3,2,4,4,2,3,2,3,3,2,3,4,3,2,3.0,2.857142857142857,3.0,2.857142857142857,2.928571428571429,0,4.54782603086983,False
630,2023,17.0,1.0,2.0,,,,4,5,3,5,3,3,1,4,3,1,5,1,2,5,4,4,3,5,3,5,5,2,2,1,3,3,1,1,2.5714285714285716,3.5714285714285716,4.285714285714286,2.0,3.107142857142857,0,7.23188776253518,False
631,2023,17.0,1.0,2.0,,,,3,4,4,2,1,3,5,5,4,3,5,2,1,4,1,1,1,3,3,3,5,4,5,1,5,4,1,5,3.0,4.285714285714286,3.4285714285714284,1.8571428571428572,3.142857142857143,0,7.217826621959618,False
632,2023,17.0,2.0,3.0,,,,3,2,4,5,3,4,3,4,5,2,3,3,2,4,3,4,4,4,3,4,3,4,4,3,2,3,1,3,3.2857142857142856,3.142857142857143,4.0,2.7142857142857144,3.2857142857142856,0,5.157802177368148,False
633,2023,17.0,2.0,3.0,,,,4,4,4,3,2,3,3,4,3,3,3,3,4,4,4,1,2,5,5,1,4,2,3,4,2,1,1,3,2.4285714285714284,3.4285714285714284,3.142857142857143,3.142857142857143,3.0357142857142856,0,5.54310242520225,False
634,2023,17.0,2.0,2.0,,,,4,4,4,4,1,4,3,4,3,3,4,4,3,4,5,2,4,4,2,4,4,3,2,2,3,1,2,3,2.4285714285714284,3.857142857142857,3.7142857142857144,2.857142857142857,3.2142857142857144,0,4.323585413308505,False
635,2023,17.0,1.0,1.0,,,,3,4,5,3,5,4,3,5,1,1,4,4,1,4,4,2,2,3,2,3,5,3,4,2,2,3,1,4,3.4285714285714284,4.142857142857143,3.0,1.8571428571428572,3.107142857142857,0,6.26292004860155,False
636,2023,17.0,1.0,2.0,,,,5,3,4,4,4,5,5,5,3,4,4,3,5,5,2,3,4,4,3,4,4,4,3,5,1,2,3,3,3.5714285714285716,3.2857142857142856,3.857142857142857,4.142857142857143,3.7142857142857144,0,5.911763543132571,False
637,2023,17.0,2.0,2.0,,,,3,3,5,4,4,2,1,5,4,2,5,5,2,4,4,3,2,5,2,3,4,3,2,2,2,3,2,2,3.0,3.857142857142857,3.7142857142857144,2.0,3.1428571428571432,0,4.88994342992581,False
638,2023,17.0,,3.0,,,,5,3,5,3,5,2,2,4,3,3,5,4,3,4,4,4,5,5,2,4,4,5,4,3,4,3,2,1,3.857142857142857,3.857142857142857,3.857142857142857,2.857142857142857,3.607142857142857,0,6.018958571383009,False
639,2023,17.0,1.0,4.0,,,,3,4,3,2,2,2,3,4,4,2,4,3,2,3,3,4,2,4,2,2,3,2,2,2,4,1,1,4,2.5714285714285716,3.5714285714285716,3.0,1.8571428571428572,2.75,0,4.458745875165059,False
640,2023,17.0,2.0,1.0,,,,3,3,5,5,3,2,3,5,4,1,3,3,2,4,3,1,3,5,3,3,4,3,3,2,3,3,2,3,2.7142857142857144,3.7142857142857144,3.857142857142857,2.142857142857143,3.107142857142857,0,4.244862063777317,False
641,2023,17.0,1.0,1.0,,,,3,3,4,3,2,3,3,3,2,2,3,4,4,4,4,1,3,2,4,2,3,3,3,1,1,2,2,3,2.5714285714285716,3.0,2.7142857142857144,2.7142857142857144,2.75,0,4.635424653261421,False
642,2023,17.0,1.0,1.0,,,,2,4,3,2,4,2,3,5,4,3,4,4,3,2,3,4,3,4,2,4,4,4,3,3,3,4,3,5,3.4285714285714284,3.857142857142857,3.4285714285714284,2.7142857142857144,3.3571428571428568,0,4.526111742785805,False
643,2023,17.0,2.0,1.0,,,,5,5,5,5,5,1,5,5,4,1,5,5,1,5,5,5,5,5,1,3,5,5,5,1,5,5,1,5,5.0,5.0,4.571428571428571,1.5714285714285714,4.035714285714286,0,5.910731548373824,False
644,2023,17.0,1.0,1.0,,,,5,5,3,5,5,4,2,3,3,3,4,2,3,3,5,4,4,4,2,5,5,5,5,2,5,5,3,5,4.0,4.285714285714286,4.285714285714286,3.0,3.8928571428571423,0,5.521800857575308,False
645,2023,17.0,2.0,2.0,,,,4,3,2,4,2,3,3,4,3,3,4,3,3,4,4,3,4,5,3,4,3,5,2,4,3,2,3,5,2.7142857142857144,3.5714285714285716,4.0,3.2857142857142856,3.3928571428571432,0,4.61684112597763,False
646,2023,17.0,1.0,2.0,,,,3,4,4,4,3,2,2,5,3,3,4,5,2,4,5,4,2,4,2,3,5,4,3,2,4,3,2,4,3.2857142857142856,4.428571428571429,3.7142857142857144,2.142857142857143,3.392857142857143,0,3.726787732543152,False
647,2023,17.0,2.0,1.0,,,,1,3,2,4,1,2,5,4,3,3,4,2,3,1,4,2,4,5,3,1,4,4,2,2,4,4,1,5,2.4285714285714284,3.857142857142857,3.0,2.5714285714285716,2.964285714285714,0,6.4564090116660315,False
648,2023,17.0,2.0,3.0,,,,4,4,4,3,2,2,5,4,3,2,5,4,2,4,2,1,3,4,3,2,4,5,4,2,4,3,2,4,3.2857142857142856,3.857142857142857,3.5714285714285716,2.2857142857142856,3.25,0,4.827524600893114,False
649,2023,17.0,1.0,2.0,,,,3,2,2,2,2,1,4,1,2,1,2,3,1,4,1,2,1,2,1,1,2,1,2,2,1,3,1,2,2.7142857142857144,1.5714285714285714,2.0,1.1428571428571428,1.8571428571428572,0,6.239238581384863,False
650,2023,17.0,2.0,2.0,,,,2,4,5,5,3,2,1,4,2,1,4,5,4,5,5,4,4,4,3,2,4,5,3,2,3,4,2,4,3.142857142857143,4.142857142857143,3.857142857142857,2.5714285714285716,3.428571428571429,0,5.254596115276628,False
651,2023,17.0,2.0,3.0,,,,4,3,4,4,3,3,4,4,2,2,3,5,3,3,2,4,2,5,4,3,3,2,4,2,3,4,2,3,4.0,3.142857142857143,3.142857142857143,2.5714285714285716,3.214285714285714,0,3.925616596751696,False
652,2023,17.0,2.0,2.0,,,,2,4,3,3,1,4,2,4,4,4,4,2,3,3,4,3,4,4,2,4,4,4,2,3,4,4,2,4,2.2857142857142856,3.857142857142857,3.7142857142857144,3.142857142857143,3.25,0,4.090439783826719,False
653,2023,16.0,1.0,3.0,,,,3,4,4,4,4,3,3,4,4,3,4,4,2,2,4,4,3,4,3,3,4,4,4,3,2,5,2,2,3.857142857142857,3.4285714285714284,3.5714285714285716,2.7142857142857144,3.3928571428571432,0,3.9189620887726138,False
654,2023,17.0,2.0,3.0,,,,5,4,2,3,1,5,4,3,4,4,4,5,3,4,3,5,4,4,2,2,3,2,4,2,3,4,2,4,4.0,3.142857142857143,3.2857142857142856,3.142857142857143,3.3928571428571423,0,5.736375179228402,False
655,2023,17.0,1.0,1.0,,,,1,1,2,5,1,1,3,3,3,1,1,5,4,3,5,1,1,5,5,1,3,5,3,3,1,1,1,3,2.142857142857143,2.5714285714285716,3.2857142857142856,2.2857142857142856,2.571428571428571,0,7.240179035118618,False
656,2023,17.0,1.0,2.0,,,,4,2,4,4,2,2,3,4,3,2,4,3,2,3,3,1,1,5,2,1,4,1,2,1,4,2,1,4,2.4285714285714284,3.857142857142857,2.7142857142857144,1.5714285714285714,2.642857142857143,0,3.815316656360225,False
657,2023,17.0,2.0,1.0,,,,2,3,4,5,5,2,4,2,2,1,3,5,4,5,5,4,2,5,4,2,2,2,5,1,3,5,1,4,4.285714285714286,3.2857142857142856,3.4285714285714284,2.142857142857143,3.2857142857142856,0,5.272870452611718,False
658,2023,17.0,1.0,2.0,,,,5,4,5,2,5,2,3,5,4,2,4,5,3,4,4,4,2,4,3,2,5,3,5,2,4,5,3,4,4.571428571428571,4.428571428571429,3.2857142857142856,2.4285714285714284,3.6785714285714284,0,4.845281559671055,False
659,2023,17.0,2.0,2.0,,,,3,2,4,5,2,4,2,4,4,4,4,4,2,3,3,4,3,4,2,3,4,3,3,2,3,3,4,4,3.0,3.7142857142857144,3.4285714285714284,3.0,3.2857142857142856,0,4.908529709296387,False
660,2023,17.0,2.0,1.0,,,,5,4,3,3,3,4,3,4,2,2,4,3,1,3,5,1,3,5,3,3,4,3,1,1,2,1,3,4,2.4285714285714284,3.7142857142857144,3.2857142857142856,2.4285714285714284,2.964285714285714,0,5.707091588939411,False
661,2023,16.0,1.0,1.0,,,,3,4,5,2,2,2,3,3,4,3,4,3,3,2,3,4,4,5,3,4,4,5,4,3,4,4,3,3,3.2857142857142856,3.7142857142857144,3.7142857142857144,3.0,3.428571428571429,0,4.929305752632801,False
662,2023,17.0,2.0,0.0,,,,4,4,3,4,4,3,2,5,3,3,5,4,3,4,1,3,5,4,4,3,2,5,3,3,3,5,2,3,3.5714285714285716,3.142857142857143,3.857142857142857,3.2857142857142856,3.4642857142857144,0,5.9633339641419445,False
663,2023,17.0,1.0,3.0,,,,3,4,3,2,2,4,2,3,4,4,4,2,3,3,5,2,3,4,2,4,2,3,4,3,2,4,3,3,2.7142857142857144,3.142857142857143,3.4285714285714284,3.142857142857143,3.107142857142857,0,5.128453047799529,False
664,2023,16.0,1.0,0.0,,,,5,4,5,5,2,3,2,4,3,3,4,4,3,5,1,1,5,5,3,3,3,3,3,1,3,4,1,3,3.0,3.2857142857142856,4.0,2.7142857142857144,3.25,0,5.89362717337209,False
665,2023,17.0,,3.0,,,,5,3,4,5,4,3,4,4,4,3,5,4,3,5,4,4,3,5,4,4,5,2,3,3,2,4,2,5,4.0,4.142857142857143,4.0,3.0,3.7857142857142856,0,5.062939689941799,False
666,2023,17.0,2.0,2.0,,,,5,4,4,2,5,3,5,5,3,3,4,5,4,4,3,3,3,4,4,4,4,3,4,2,4,4,3,4,4.428571428571429,4.0,3.4285714285714284,3.142857142857143,3.75,0,4.981727971013014,False
667,2023,17.0,1.0,2.0,,,,2,1,3,3,1,3,3,4,4,3,4,3,3,2,4,2,2,5,2,2,4,2,3,2,3,4,3,4,2.5714285714285716,3.7142857142857144,2.7142857142857144,2.5714285714285716,2.892857142857143,0,4.971836330385077,False
668,2023,17.0,2.0,2.0,,,,3,4,3,4,4,3,4,5,4,3,4,4,5,4,4,3,4,4,4,3,5,4,4,3,3,3,3,3,3.5714285714285716,3.857142857142857,3.857142857142857,3.5714285714285716,3.7142857142857144,0,3.9256303947876527,False
669,2023,17.0,2.0,1.0,,,,5,2,3,3,5,5,3,4,3,3,4,2,3,1,2,1,4,4,3,3,3,5,2,5,1,1,3,1,2.7142857142857144,2.5714285714285716,3.0,3.7142857142857144,3.0,0,6.740103300212888,False
