,FS_mean,PT_mean,EC_mean,PD_mean
FS_mean,1.0,0.22996028447927752,0.4188830408653789,0.281723876876343
PT_mean,0.22996028447927752,1.0,0.48402188329139345,-0.125859596565944
EC_mean,0.4188830408653789,0.48402188329139345,1.0,0.2928977694269954
PD_mean,0.281723876876343,-0.125859596565944,0.2928977694269954,1.0
