,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,344,378,3085.1717516172334,0.0,9444.774337064127,0.6976684706476504,0.673346165666437,0.6410606122730035,0.6733461656664369,0.6677868660023599,0.08581738410040497,118.3025452417041,427.5269405557655,2.8487273791479533
