,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,344,378,3084.942147394736,0.0,9439.095998546827,0.6975043473952474,0.673173983200333,0.6408714117724589,0.6731739832003328,0.6676065212657077,0.08371253256674692,118.57830905554528,430.8740211660944,2.7108454722273603
