,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,344,378,5363.889183171811,0.0,16138.824529057076,0.681495776193878,0.667640652916548,0.6347911825652766,0.6676406529165478,0.6500157075618777,0.0837599050223991,118.84489266393868,468.56232990034397,2.5775536680306637
