,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,344,378,3349.8476543583,0.0,10817.951424987821,0.7120822183938651,0.6903436221186331,0.6597380498861725,0.6903436221186331,0.6836252283513983,0.0832428073198418,118.6912081547412,437.399296827013,2.654395922629398
